"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"This shelter is [[fantastic]] and has generally very good, friendly people on staff.  The cats and dogs appear to be treated at least as well as one might expect.\n\nWhen I adopted one of my cats at this establishment, I had to return the next day to have her spayed.  They did it for free, which was great, but the reason they don't get [[five]] [[stars]] is that the desk clerk completely forgot about my cat and me, and she left us waiting as she chatted on her cell phone with a friend: she only remembered about us as she was walking out for a smoke and saw us sitting in the lobby.","This shelter is [[lovely]] and has generally very good, friendly people on staff.  The cats and dogs appear to be treated at least as well as one might expect.\n\nWhen I adopted one of my cats at this establishment, I had to return the next day to have her spayed.  They did it for free, which was great, but the reason they don't get [[5]] [[star]] is that the desk clerk completely forgot about my cat and me, and she left us waiting as she chatted on her cell phone with a friend: she only remembered about us as she was walking out for a smoke and saw us sitting in the lobby.",0.014785945415496826,0.6922397017478943,1,0,1,126,"Successful"
"Our cat recently came down with some health issues that [[we]] could not afford to address. [[He]] was in [[pain]] and we [[decided]] the humane thing was to put [[him]] to [[sleep]]. We went to the [[ARL]] and [[asked]] the receptionist there if we had [[any]] other [[options]] available to us. \""""Well [[basically]] the only [[thing]] you can do is sign him over for euthanasia\"""" she [[said]] [[in]] the most [[uncaring]], [[apathetic]] [[voice]] possible. We were heartbroken of course. \""""Go [[wait]] by that door and [[someone]] will meet you.\"""" [[After]] a few minutes another [[woman]] came out and took the [[carrier]]. \""""[[I'll]] [[bring]] your carrier back out in a minute.\"""" [[We]] [[said]] [[no]], [[that's]] [[okay]], [[keep]] the carrier. She [[said]] okay and took [[our]] [[cat]] to the back. And that was it. [[No]] kind words, [[no]] sympathetic gestures, [[no]] \""""[[Would]] you like a [[moment]] before I [[take]] [[him]]?\"""" [[No]] \""""[[I'm]] sorry.\"""" [[Nothing]]. [[For]] us this was one [[of]] the worst days [[of]] [[our]] lives but [[nobody]] [[at]] the [[ARL]] seemed [[to]] care, or at least [[have]] been [[trained]] to [[pretend]] [[to]] [[care]], one bit. \n\[[nThey]] [[get]] a couple stars for [[offering]] a [[necessary]] service. [[But]] other [[than]] that, this place will only be associated with making a terrible day that [[much]] worse with their [[lack]] of [[caring]] or [[empathy]].","Our cat recently came down with some health issues that [[ours]] could not afford to address. [[him]] was in [[grief]] and we [[decides]] the humane thing was to put [[his]] to [[sleeping]]. We went to the [[arel]] and [[ask]] the receptionist there if we had [[every]] other [[option]] available to us. \""""Well [[essentially]] the only [[stuff]] you can do is sign him over for euthanasia\"""" she [[told]] [[at]] the most [[uncare]], [[apathic]] [[voices]] possible. We were heartbroken of course. \""""Go [[waits]] by that door and [[everyone]] will meet you.\"""" [[upon]] a few minutes another [[women]] came out and took the [[carriers]]. \""""[[i're]] [[brings]] your carrier back out in a minute.\"""" [[ours]] [[told]] [[none]], [[that'a]] [[ok]], [[keeping]] the carrier. She [[says]] okay and took [[ours]] [[kitten]] to the back. And that was it. [[nos]] kind words, [[nope]] sympathetic gestures, [[nos]] \""""[[should]] you like a [[time]] before I [[taking]] [[his]]?\"""" [[nope]] \""""[[i'l]] sorry.\"""" [[anything]]. [[in]] us this was one [[to]] the worst days [[to]] [[ours]] lives but [[anyone]] [[in]] the [[aryl]] seemed [[of]] care, or at least [[has]] been [[qualified]] to [[pretending]] [[of]] [[caring]], one bit. \n\[[ntith]] [[got]] a couple stars for [[providing]] a [[necessity]] service. [[though]] other [[then]] that, this place will only be associated with making a terrible day that [[very]] worse with their [[absence]] of [[care]] or [[sympathetic]].",0.0003788471221923828,0.02203744649887085,0,0,0,498,"Failed"
"Yes! [[Awesome]] soy cap, [[scone]], and [[atmosphere]]. Nice place [[to]] hang out & read, and free WiFi with no [[login]] [[procedure]].","Yes! [[wonderful]] soy cap, [[scol]], and [[atmospheric]]. Nice place [[of]] hang out & read, and free WiFi with no [[loginto]] [[procedures]].",0.0017358660697937012,0.002744138240814209,1,1,1,53,"Failed"
"The people who work here are very rude. I have gone back a few [[times]] [[thinking]] it may have just been the [[person]] working that day was just a rude person, [[but]] no it happen [[every]] time. I am not a [[young]] hip [[person]] and felt very out of place there. It is like you [[are]] walking into [[someone's]] [[house]] and bothering them. The people working behind the counter act like you [[are]] interfering with there [[conversation]]. Plus it is very [[dirty]]. [[Perhaps]] the people working there should [[try]] cleaning the place instead of talking [[to]] each [[other]]. I will not [[go]] back again.","The people who work here are very rude. I have gone back a few [[time]] [[think]] it may have just been the [[someone]] working that day was just a rude person, [[although]] no it happen [[all]] time. I am not a [[youth]] hip [[someone]] and felt very out of place there. It is like you [[be]] walking into [[someone't]] [[houses]] and bothering them. The people working behind the counter act like you [[be]] interfering with there [[conversations]]. Plus it is very [[nasty]]. [[probably]] the people working there should [[tried]] cleaning the place instead of talking [[of]] each [[others]]. I will not [[going]] back again.",0.0002186894416809082,0.0003151893615722656,0,0,0,213,"Failed"
"[[I've]] been here [[quite]] a few times, and I always [[try]] [[to]] [[like]] it cause [[theres]] a lack of good [[sports]] bars [[near]] Pitt. They have a [[ton]] [[of]] nice [[HDTVs]].\n\[[nEverytime]] I go, there is always a [[weird]] taste [[to]] one (or [[more]]) [[of]] the beers that I [[get]]. I was just there [[for]] the Pitt/Oakland [[game]] and [[got]] a [[Redhook]]. I drink this beer regularly, and [[something]] [[was]] wrong with the beer. Its definitely hard [[to]] [[describe]], but [[something]] is [[always]] off ([[others]] in my party notice it too).\n\[[nThe]] food is [[hit]] or miss. I got the French [[onion]] soup last [[time]]. It was good. Nothing ground breaking, but solid soup. [[I've]] [[had]] the pork [[nachos]] and they were blah.","[[i'n]] been here [[very]] a few times, and I always [[strive]] [[of]] [[likes]] it cause [[therews]] a lack of good [[sporting]] bars [[close]] Pitt. They have a [[tons]] [[to]] nice [[hdtvof]].\n\[[neveryt]]. I go, there is always a [[odd]] taste [[of]] one (or [[most]]) [[to]] the beers that I [[gets]]. I was just there [[in]] the Pitt/Oakland [[games]] and [[get]] a [[redhouk]]. I drink this beer regularly, and [[anything]] [[were]] wrong with the beer. Its definitely hard [[of]] [[described]], but [[anything]] is [[constantly]] off ([[other]] in my party notice it too).\n\[[ntthe]] food is [[hitting]] or miss. I got the French [[tomato]] soup last [[times]]. It was good. Nothing ground breaking, but solid soup. [[i're]] [[has]] the pork [[nachoeggs]] and they were blah.",0.001255631446838379,0.2872351408004761,0,0,0,332,"Failed"
"The [[location]] is convenient [[but]] I [[was]] not a fan [[of]] the [[food]]. I [[had]] shrimp and Chinese [[veggies]] and [[crab]] [[Rangoon]]. They cut the [[veggies]] way too big and the sauce [[was]] bland. I [[won't]] go back for food [[but]] the [[crab]] [[Rangoon]] [[was]] ok. They didn't give any sauce. You have to [[ask]] [[for]] it. That sucks.","The [[locations]] is convenient [[although]] I [[became]] not a fan [[to]] the [[diet]]. I [[has]] shrimp and Chinese [[veggfry]] and [[shrimp]] [[rangul]]. They cut the [[veggles]] way too big and the sauce [[were]] bland. I [[will're]] go back for food [[although]] the [[crabs]] [[rangung]] [[were]] ok. They didn't give any sauce. You have to [[asking]] [[at]] it. That sucks.",0.0002307295799255371,0.0007202029228210449,0,0,0,161,"Failed"
"I cannot [[sing]] Tim Walter's [[praises]] loud [[enough]].\n\nI have taken my car to him for about 5 years, and I [[always]] leave with a new experience attesting to his awesomeness. If you think you might have something wrong with your car that you're not sure what it is, you can just stop by, and he'll usually take a break from what he's working on to get in your car with you and drive for a little bit and then give you his opinion. Then, when he diagnoses your car, he'll explain it to you like [[you're]] not an idiot, and [[he'll]] make sure you [[understand]] what's [[going]] on. He's incredibly honest and cares about his customers. For instance, once I had a tire that needed to be replaced but he didn't have it in stock. He [[told]] me how much it would cost to have the tire ordered and how long it would take to come in, then he called another shop to see if they had it and asked how much they were charging for it, and he sent me there because it would be [[cheaper]] and faster for me than having him order it. The price difference was like ten bucks, so I had him do it because it wasn't an emergency and I'd rather give him my business. [[He's]] [[awesome]].","I cannot [[sung]] Tim Walter's [[praise]] loud [[sufficient]].\n\nI have taken my car to him for about 5 years, and I [[constantly]] leave with a new experience attesting to his awesomeness. If you think you might have something wrong with your car that you're not sure what it is, you can just stop by, and he'll usually take a break from what he's working on to get in your car with you and drive for a little bit and then give you his opinion. Then, when he diagnoses your car, he'll explain it to you like [[you'you]] not an idiot, and [[he't]] make sure you [[understood]] what's [[go]] on. He's incredibly honest and cares about his customers. For instance, once I had a tire that needed to be replaced but he didn't have it in stock. He [[said]] me how much it would cost to have the tire ordered and how long it would take to come in, then he called another shop to see if they had it and asked how much they were charging for it, and he sent me there because it would be [[cheap]] and faster for me than having him order it. The price difference was like ten bucks, so I had him do it because it wasn't an emergency and I'd rather give him my business. [[he't]] [[great]].",0.0009682178497314453,0.9140217900276184,1,0,1,292,"Successful"
"The [[first]] time I came here, I waited in line for 20 minutes.  When it was my turn, I [[realized]] I left my wallet in the car.  It hurt so bad, I didn't come back for a year.\n\nI can walk to this place from my house- which is dangerous because those biscuits are just OH SO [[DREAMY]].  I can't describe them.  Just get some.\n\nDo I feel guilty about [[noshing]] on fabulous Strawberry Napoleons and Jewish Pizza (kind of like a modified, yet TOTALLY [[delicious]] fruitcake bar) at 10:15am?  Hecks, naw... But they do have quiche and some other breakfast-y items for those who prefer a more traditional approach to your stomach's opening ceremony.\n\nJust go early :)  They open at 10 on Saturdays.  And bring cash...it's easier that way.","The [[1st]] time I came here, I waited in line for 20 minutes.  When it was my turn, I [[realised]] I left my wallet in the car.  It hurt so bad, I didn't come back for a year.\n\nI can walk to this place from my house- which is dangerous because those biscuits are just OH SO [[dreamdreams]].  I can't describe them.  Just get some.\n\nDo I feel guilty about [[nossitting]] on fabulous Strawberry Napoleons and Jewish Pizza (kind of like a modified, yet TOTALLY [[delightful]] fruitcake bar) at 10:15am?  Hecks, naw... But they do have quiche and some other breakfast-y items for those who prefer a more traditional approach to your stomach's opening ceremony.\n\nJust go early :)  They open at 10 on Saturdays.  And bring cash...it's easier that way.",0.02676016092300415,0.6011038422584534,1,0,1,165,"Successful"
"[[I'm]] a [[creature]] of [[habit--I've]] been getting a savory and sweet [[item]] each time I'm around the [[neighborhood]]. White lily cake is [[divine]]! Quiches always [[tasty]]. [[Macarons]] are [[alittle]] too sweet. [[I]] [[wish]] the cake slices [[weren't]] $[[4]]/pop. [[Otherwise]], would be a regular here.","[[i's]] a [[creatures]] of [[habit--i'd]] been getting a savory and sweet [[items]] each time I'm around the [[neighbourhood]]. White lily cake is [[heavenly]]! Quiches always [[tasharp]]. [[macarories]] are [[tce]] too sweet. [[i]] [[wishing]] the cake slices [[were's]] $[[16]]/pop. [[else]], would be a regular here.",0.0024958252906799316,0.08475476503372192,1,1,1,149,"Failed"
"I don't know, maybe I'm not clear on the concept of Whole Foods.  Don't get me wrong, there's nothing really wrong with shopping at Whole Foods.  Whole Foods does have wonderful merchandise, but...\n\nI have found that I can buy a lot of the same organic things and environmentally safe cleaners at Giant Eagle for less.\n\nThier wine and beer selection, supposedly quite remarkable in other states, well remember, this is Pennsylvania.  You can't buy those things at the grocery store.  \n\nI can get just as good quality meat and produce in the Strip District.  Sometimes, even better quality.\n\nI guess the benefit of Whole Foods  is that you can find a lot under one roof and don't have to spend a lot of time and gas going to different stores.  I'm not slamming Whole Foods at all, but I actually like Trader Joe's better.","I don't know, maybe I'm not clear on the concept of Whole Foods.  Don't get me wrong, there's nothing really wrong with shopping at Whole Foods.  Whole Foods does have wonderful merchandise, but...\n\nI have found that I can buy a lot of the same organic things and environmentally safe cleaners at Giant Eagle for less.\n\nThier wine and beer selection, supposedly quite remarkable in other states, well remember, this is Pennsylvania.  You can't buy those things at the grocery store.  \n\nI can get just as good quality meat and produce in the Strip District.  Sometimes, even better quality.\n\nI guess the benefit of Whole Foods  is that you can find a lot under one roof and don't have to spend a lot of time and gas going to different stores.  I'm not slamming Whole Foods at all, but I actually like Trader Joe's better.",0.7523531913757324,0.7523531913757324,1,1,0,1,"Skipped"
"We decided to give brunch a [[try]] for our first visit to [[Casbah]].  We were [[surprised]]  by the huge tent covering the \""""outdoor\"""" dining area.  We opted for an inside table, the interior is somewhat small the tables are close together.  For brunch, you [[are]] served your [[choice]] of drink, appetizer and entree.  \n\nFor our drinks, [[BJ]] had a Bloody Mary [[and]] I [[had]] a [[Bellini]].  [[We]] [[were]] served a basket [[of]] [[yummie]] bread and mini muffins.  For appetizers, we got a Three Sisters Farms mesclun greens and smoked salmon and truffled potato cake.  [[Very]] [[good]].  For [[entrees]] we selected a jumbo lump crab & tomato omelet and the NY strip steak.  Very [[relaxing]] and tasty [[meal]].","We decided to give brunch a [[attempt]] for our first visit to [[casbay]].  We were [[shocked]]  by the huge tent covering the \""""outdoor\"""" dining area.  We opted for an inside table, the interior is somewhat small the tables are close together.  For brunch, you [[be]] served your [[selected]] of drink, appetizer and entree.  \n\nFor our drinks, [[bjj]] had a Bloody Mary [[und]] I [[have]] a [[bellcheese]].  [[ours]] [[was]] served a basket [[to]] [[yummee]] bread and mini muffins.  For appetizers, we got a Three Sisters Farms mesclun greens and smoked salmon and truffled potato cake.  [[quite]] [[well]].  For [[entree-]] we selected a jumbo lump crab & tomato omelet and the NY strip steak.  Very [[relaxation]] and tasty [[supper]].",0.008193373680114746,0.5644937753677368,1,0,1,217,"Successful"
"When scoping around online for a good NYE dinner destination for my husband and me, Casbah's prix fixe menu really jumped off the page! Since the Big Burrito group is so popular, I was happy to get reservations, especially since a lot of times were already booked.\n\nThe hubby and I [[arrived]] a few minutes early for dinner. I had planned additional time to park and was delightfully reminded that Big Burrito restaurants have free valet parking -- so great, especially with slushy snow on the ground! Even though we were a few minutes early, the hostess took our coats and seated us [[immediately]].  \n\nService was extremely [[attentive]] from start to finish. Waters were [[re-filled]] quickly. Bread was brought to the table almost immediately and we were offered another basket as soon as we finished the first. The bread came with a delicious spread - was it goat cheese? - that I just [[couldn't]] stop eating. Silverware whisked away with each course was promptly replaced.\n\nWe ordered both the land and sea courses to share so we could try the entire NYE prix fixe menu. [[None]] of the eight dishes disappointed! The first courses were Sea Scallops & Octopus and Duck Confit. The sea scallop was perfectly cooked, the octopus - thought not my cup of tea! - was also well cooked, and the balsamic flavor in the dish was very tasty. I absolutely [[loved]] the duck confit dish. It was served with mustard greens and fruit with a to-die-for dressing - a delicious combination!\n\nThe second courses were Potato Gnocchi and Mushroom [[Tortelloni]]. The [[gnocchi]] was served with lobster, which was a unique but nice paring. Though a strongly flavored dish, the tortelloni was delicious, and I enjoyed another unique paring, [[tortelloni]] with chunks of beef short rib.\n\nLake Ontario Walleye and Roasted Veal Strip Loin were the third courses. Both were cooked to [[perfection]]. The [[walleye's]] skin was perfectly [[crispy]], and the veal strip loin was cooked medium well but was still deliciously juicy and tender. However, a component of each dish was disappointing -- a mustard flavor in the walleye and pickled mustard seeds covering the veal. I really can't hold this against Casbah though. [[I'm]] just not a fan of mustard!\n\nFinally, the desserts was fantastic! The Chocolate Ganache Tart was the ending of the sea courses. The chocolate was strong, even a little bitter, and was served with a little champagne strawberry compote. I grew more accustomed to the bitterness with each bite, and it was the perfect ending to three courses filled with fish. A Caramel Macaroon completed the land courses. The macaroon was delicious and served with a little apple sorbet and caramel sauce.\n\nOur experience at Casbah was spectacular! Based on this experience, I debated giving the restaurant five stars... but decided to wait until I returned a second time. And I can't wait to return!","When scoping around online for a good NYE dinner destination for my husband and me, Casbah's prix fixe menu really jumped off the page! Since the Big Burrito group is so popular, I was happy to get reservations, especially since a lot of times were already booked.\n\nThe hubby and I [[arrive]] a few minutes early for dinner. I had planned additional time to park and was delightfully reminded that Big Burrito restaurants have free valet parking -- so great, especially with slushy snow on the ground! Even though we were a few minutes early, the hostess took our coats and seated us [[promptly]].  \n\nService was extremely [[attenready]] from start to finish. Waters were [[re-drained]] quickly. Bread was brought to the table almost immediately and we were offered another basket as soon as we finished the first. The bread came with a delicious spread - was it goat cheese? - that I just [[couldn'll]] stop eating. Silverware whisked away with each course was promptly replaced.\n\nWe ordered both the land and sea courses to share so we could try the entire NYE prix fixe menu. [[no]] of the eight dishes disappointed! The first courses were Sea Scallops & Octopus and Duck Confit. The sea scallop was perfectly cooked, the octopus - thought not my cup of tea! - was also well cooked, and the balsamic flavor in the dish was very tasty. I absolutely [[liked]] the duck confit dish. It was served with mustard greens and fruit with a to-die-for dressing - a delicious combination!\n\nThe second courses were Potato Gnocchi and Mushroom [[tortello]]. The [[gnocca]] was served with lobster, which was a unique but nice paring. Though a strongly flavored dish, the tortelloni was delicious, and I enjoyed another unique paring, [[tortellno]] with chunks of beef short rib.\n\nLake Ontario Walleye and Roasted Veal Strip Loin were the third courses. Both were cooked to [[perfect]]. The [[walleye't]] skin was perfectly [[crispe]], and the veal strip loin was cooked medium well but was still deliciously juicy and tender. However, a component of each dish was disappointing -- a mustard flavor in the walleye and pickled mustard seeds covering the veal. I really can't hold this against Casbah though. [[i'n]] just not a fan of mustard!\n\nFinally, the desserts was fantastic! The Chocolate Ganache Tart was the ending of the sea courses. The chocolate was strong, even a little bitter, and was served with a little champagne strawberry compote. I grew more accustomed to the bitterness with each bite, and it was the perfect ending to three courses filled with fish. A Caramel Macaroon completed the land courses. The macaroon was delicious and served with a little apple sorbet and caramel sauce.\n\nOur experience at Casbah was spectacular! Based on this experience, I debated giving the restaurant five stars... but decided to wait until I returned a second time. And I can't wait to return!",0.009215712547302246,0.5490282773971558,1,0,1,627,"Successful"
"[[Overpriced]], [[salty]] and [[overrated]]!!! Why this place is so popular I will never [[understand]].",".[[prchoicedi]], [[salt]] and [[overava]]!!! Why this place is so popular I will never [[understood]].",0.00019758939743041992,0.7616062760353088,0,1,0,45,"Successful"
"Every [[time]] I have been to [[Casbah]] for lunch, brunch, or dinner, the food [[has]] been [[great]] and the service has been [[impeccable]].  Sure, I've had more exceptionally delicious and unique meals in Pittsburgh, [[but]] [[Casbah]] [[has]] Consistent [[Awesomeness]] down pat.  Just get a [[reservation]] ahead of time.  [[Also]], the desserts are mandatory!  \n\nThe duck confit gnocchi is smashing-- it's a nice balance of slightly sweet and very savory--and my [[favorite]] is probably the Casbah [[Double-Cut]] [[Pork]] Chop: [[super-yum]] comfort food.  The short rib ravioli is some [[pot-roasty]] Goodness, [[and]] the long island duck is another great choice.  \n\nA nice surprise here are the great happy hour specials at the bar.  Try the Boyd & Blair cocktail [[and]] the sangria.","Every [[times]] I have been to [[casities]] for lunch, brunch, or dinner, the food [[had]] been [[wonderful]] and the service has been [[excellentqualitystandard]].  Sure, I've had more exceptionally delicious and unique meals in Pittsburgh, [[although]] [[casus]] [[had]] Consistent [[awesomee]] down pat.  Just get a [[booking]] ahead of time.  [[additionally]], the desserts are mandatory!  \n\nThe duck confit gnocchi is smashing-- it's a nice balance of slightly sweet and very savory--and my [[preferred]] is probably the Casbah [[double-]]. [[pig]] Chop: [[super-yuk]] comfort food.  The short rib ravioli is some [[pot-roast-]] Goodness, [[und]] the long island duck is another great choice.  \n\nA nice surprise here are the great happy hour specials at the bar.  Try the Boyd & Blair cocktail [[und]] the sangria.",0.0012471675872802734,0.5780686140060425,1,0,1,257,"Successful"
"My girlfriend and I went to [[Casbah]] for the first time recently and we both [[enjoyed]] our experience.\n\[[nThe]] atmosphere is [[dressy]], but the restaurant isn't so [[formal]] that it feels [[stuffy]] or uncomfortable, which is a welcome change compared [[to]] [[most]] classy [[restaurants]].  The [[environment]] [[was]] [[relaxed]], and it was [[easy]] to have a quiet conversation [[throughout]] the meal.  As for the [[meal]] [[itself]], [[we]] had a reservation and were [[promptly]] [[seated]] when we showed up.\n\nOur waiter was courteous and provided [[good]], fast service without being overbearing [[or]] constantly hovering, which was [[quite]] [[nice]].  For an appetizer, we ordered the cheese tray which was tasty as well as fun and unique.\n\nFollowing the cheese tray, I dined on the [[cioppino]] while my girlfriend had the [[casereccia]].  [[Both]] dishes were [[tasty]] and our seafood was [[skillfully]] cooked, particularly the sea bass in my dish which was [[delicious]].\n\nI'd [[recommend]] this restaurant [[for]] [[anyone]] looking to celebrate an occasion or have some good, out of the ordinary [[food]].","My girlfriend and I went to [[casshade]] for the first time recently and we both [[liked]] our experience.\n\[[ntyour]] atmosphere is [[dressful]], but the restaurant isn't so [[formally]] that it feels [[stuffic]] or uncomfortable, which is a welcome change compared [[of]] [[more]] classy [[dining]].  The [[surroundings]] [[were]] [[relaxing]], and it was [[easily]] to have a quiet conversation [[during]] the meal.  As for the [[food]] [[himself]], [[ours]] had a reservation and were [[quickly]] [[sitting]] when we showed up.\n\nOur waiter was courteous and provided [[well]], fast service without being overbearing [[nor]] constantly hovering, which was [[pretty]] [[pleasant]].  For an appetizer, we ordered the cheese tray which was tasty as well as fun and unique.\n\nFollowing the cheese tray, I dined on the [[cioppinur]] while my girlfriend had the [[casereccidish]].  [[both]] dishes were [[tazy]] and our seafood was [[skillcarefully]] cooked, particularly the sea bass in my dish which was [[delightful]].\n\nI'd [[recommended]] this restaurant [[in]] [[someone]] looking to celebrate an occasion or have some good, out of the ordinary [[eating]].",0.0017321109771728516,0.5078080892562866,1,0,1,341,"Successful"
"I am not a vegan and went there to meet friends and enjoy the atmosphere. I must say the hipster 'tude [[of]] the place was intimidating at first, [[but]] [[it's]] super friendly and retro-feeling.  [[Servers]] were fairly friendly.  [[We]] had some [[great]] lattes and chai teas and [[chatted]] for a long time without being bothered.  [[Didn't]] [[try]] the food, [[but]] there were lots of vegeterian and vegan [[options]].","I am not a vegan and went there to meet friends and enjoy the atmosphere. I must say the hipster 'tude [[to]] the place was intimidating at first, [[though]] [[it't]] super friendly and retro-feeling.  [[servers]] were fairly friendly.  [[ours]] had some [[grand]] lattes and chai teas and [[chatched]] for a long time without being bothered.  [[didn'm]] [[attempt]] the food, [[though]] there were lots of vegeterian and vegan [[option]].",0.0018851757049560547,0.7605034708976746,1,0,1,136,"Successful"
"This [[Valentines]] Day I ordered a pizza for my boyfriend and [[asked]] that they make a heart on it out [[of]] green [[peppers]]. The [[pizza]] [[was]] [[great]], the heart was perfect, and [[he]] [[loved]] it!","This [[valentinevalentine]] Day I ordered a pizza for my boyfriend and [[demanded]] that they make a heart on it out [[to]] green [[pepper]]. The [[pie]] [[were]] [[wonderful]], the heart was perfect, and [[him]] [[liked]] it!",0.0015183091163635254,0.053515493869781494,1,1,1,80,"Failed"
"It seems like every other time I take my pets to Point [[Breeze]] there is an unnecessary frustration.   [[From]] being [[berating]] for using their online prescription program [[to]] being [[misquoted]] prices [[substantially]] to poor [[customer]] service I just keep hoping each time will be better.  [[Although]] [[I]] know they [[love]] animals I suspect they love money more.  [[Dr]]. Caroline. [[Simard]] is an excellent vet, [[but]] my last two [[visits]] have been pushed to other vets whose bedside manner is [[atrocious]].   I'm a 40 year-old  who has been taking my [[pets]] to [[vets]] since childhood and I don't understand why each visit leaves a sour taste in my mouth.","It seems like every other time I take my pets to Point [[breeze]] there is an unnecessary frustration.   [[from]] being [[beathing]] for using their online prescription program [[of]] being [[misappoting]] prices [[heavily]] to poor [[customers]] service I just keep hoping each time will be better.  [[but]] [[i]] know they [[loves]] animals I suspect they love money more.  [[dr]]. Caroline. [[simat]] is an excellent vet, [[though]] my last two [[visited]] have been pushed to other vets whose bedside manner is [[atroinappropriate]].   I'm a 40 year-old  who has been taking my [[pet]] to [[vetfacilities]] since childhood and I don't understand why each visit leaves a sour taste in my mouth.",0.0010285377502441406,0.5221225619316101,0,1,0,214,"Successful"
"Refused to take my [[cat]], [[which]] [[had]] passed away, [[for]] [[cremation]] cause I had [[not]] been to the clinic [[previously]]. [[IMHO]] that's [[ridiculous]]. I will not recommended [[anyone]] to ever come here.","Refused to take my [[kitten]], [[whose]] [[has]] passed away, [[in]] [[crema]]. cause I had [[no]] been to the clinic [[earlier]]. [[imand]] that's [[silly]]. I will not recommended [[someone]] to ever come here.",0.0003103017807006836,0.000443875789642334,0,0,0,96,"Failed"
"My [[partner]] and I were [[visiting]] my family in Pittsburgh we [[live]] in San Diego. my partner was born and raised in Portugal. My [[mom]] [[heard]] about this [[resaurant]] and was excited [[to]] [[take]] my partner and I to a Portuguese [[restaurant]] [[in]] Pittsburgh. We went, looked [[at]] the menu and [[did]] [[not]] [[find]] [[anything]] [[Portuguese]] [[on]] the menu. Why does this [[restaurant]] promote itself as [[Portuguese]], fly the [[Portuguese]] flag and not [[have]] ANY Portuguese [[dishes]]. We left.","My [[partners]] and I were [[visits]] my family in Pittsburgh we [[living]] in San Diego. my partner was born and raised in Portugal. My [[mother]] [[overheard]] about this [[esaurthing]] and was excited [[of]] [[taking]] my partner and I to a Portuguese [[restaurants]] [[at]] Pittsburgh. We went, looked [[for]] the menu and [[got]] [[no]] [[found]] [[something]] [[portugal]] [[onto]] the menu. Why does this [[restaurants]] promote itself as [[portugal]], fly the [[portugal]] flag and not [[had]] ANY Portuguese [[dish]]. We left.",0.0003502368927001953,0.0012087225914001465,0,0,0,159,"Failed"
